title,price,location,date,size,price_pm,negotiable
Wykończone POD KLUCZ 75m2 + poddasze 90m2,999000,Warszawa Wawer , 04 grudnia 2023,120 , 8325 ,False
Mieszkanie 3 pokojowe 48 m2 przy METRO TROCKA REZERWACJA,680000,Warszawa Targówek ,Dzisiaj,48 , 14166.67 ,False
Z ogródkiem na kameralnym osiedlu,980000,Warszawa Żoliborz , 22 stycznia 2024,47.16 , 20780.32 ,False
Mieszkanie 3 pokoje Praga Południe,787000,Warszawa Praga Południe , 22 stycznia 2024,50 , 15740 ,False
Okazja| Kamienica po renowacji| Apartament,4200000,Warszawa Mokotów , 22 stycznia 2024,145.87 , 28792.76 ,False
3-pokojowe z dużym balkonem przy lesie Bielańskim,749000,Warszawa Bielany , 22 stycznia 2024,51 , 14686.27 ,False
Apartament w kamienicy,4400000,Warszawa Mokotów , 22 stycznia 2024,149.33 , 29464.94 ,False
Stare Bielany 2 pokoje BEZPOŚREDNIO!,790000,Warszawa Bielany , 22 stycznia 2024,46 , 17173.91 ,False
4 pokoje SKM PKP PRAGA 100m,571500,Warszawa Targówek , 22 stycznia 2024,45 , 12700 ,False
3 pokojowe funkcjonalne do wprowadzenia,850000,Warszawa Wola , 22 stycznia 2024,46.70 , 18201.28 ,False
Apartament 70m ***Ogródek z Tarasem***,1295000,Warszawa Ursynów , 22 stycznia 2024,70 , 18500 ,False
2 pokoje Praga Północ blisko do metra świetna komunikacja kredyt,509000,Warszawa Praga Północ , 22 stycznia 2024,33.99 , 14974.99 ,True
Ok. Pl. Narutowicza - kamienica -320 cm wysokie -5 pokoi,2500000,Warszawa Ochota , 15 stycznia 2024,146 , 17123.29 ,False
Nowe 3-pok. mieszkanie z garażem - ul. Przeworska Stacja Grochów,1100000,Warszawa Praga Południe , 23 stycznia 2024,55.50 , 19819.82 ,True
Sprzedam prywatnie mieszkanie Mokotów - Smoluchowskiego.,932925,Warszawa Mokotów , 26 stycznia 2024,53.31 , 17500 ,True
Okazja | Żoliborz | 3 pok | 57m2 | modernizm,1050000,Warszawa Żoliborz , 22 stycznia 2024,57 , 18421.05 ,False
Kawalerka w sercu Starego Mokotowa,700000,Warszawa Mokotów , 22 stycznia 2024,25.50 , 27450.98 ,False
Sprzedam mieszkanie 425m2. ŻoliborzKW,750000,Warszawa Żoliborz , 22 stycznia 2024,42.50 , 17647.06 ,False
Stara Ochota- możliwość wydzielenia 2 mieszkań!,2400000,Warszawa Ochota , 22 stycznia 2024,120 , 20000 ,False
Piękne mieszkanie z ogromnym balkonem i miejscem,669000,Warszawa Włochy , 22 stycznia 2024,30 , 22300 ,False
Unique soft loft apartment directly from developer,2150000,Warszawa Mokotów , 22 stycznia 2024,107 , 20093.46 ,False
Unikalny apartament loft w sercu Starego Mokotowa,2150000,Warszawa Mokotów , 22 stycznia 2024,107 , 20093.46 ,False
Na sprzedaż I Bez Prowizji | 2 pokoje | wykończone,644904,Warszawa Ursynów , 22 stycznia 2024,35.83 , 17999 ,False
Na sprzedaż I Bez Prowizji | 2 pok. | wykończone |,659999,Warszawa Ursynów , 22 stycznia 2024,36.71 , 17978.73 ,False
Na sprzedaż I Bez Prowizji | 2 pokoje | wykończone,595586,Warszawa Ursynów , 22 stycznia 2024,33.09 , 17998.97 ,False
Mieszkanie 64m2 Meander 2 min. do metra natolin sprzedaż bez pośrednik,965000,Warszawa Ursynów , 26 stycznia 2024,64 , 15078.13 ,False
Świeżo wyremontowana kawalerka Broniewskiego 21,520000,Warszawa Żoliborz ,Dzisiaj,19.50 , 26666.67 ,False
2-pokoje z garderobą blisko Metro Ratusz Bemowo,945000,Warszawa Bemowo ,Dzisiaj,54 , 17500 ,True
Praga-Północ ul. Szwedzka. 2 pok. przytulne,965000,Warszawa Praga Północ , 26 stycznia 2024,46.22 , 20878.41 ,False
Luksus i Widok w Sercu Warszawy,949000,Warszawa Żoliborz , 26 stycznia 2024,47.50 , 19978.95 ,False
Wyjątkowy apartament na Mokotowie.,3100000,Warszawa Mokotów , 26 stycznia 2024,172 , 18023.26 ,False
Pod Skocznią | 2 poziomy | taras | komórka | garaż,4600000,Warszawa Mokotów , 26 stycznia 2024,250 , 18400 ,False
Sprzedam mieszkanie 32 m2 z aneksem sypialnym i kuchennym,540000,Warszawa Praga Południe , 26 stycznia 2024,32 , 16875 ,True
900 tys. mieszk. 2 pok. do wprowadzenia po kompl. remon. St. Mokotów,900000,Warszawa Mokotów , 26 stycznia 2024,46 , 19565.22 ,False
Bezpośrednio 3 pokoje przy METRZE można podzielić,1088500,Warszawa Bemowo , 26 stycznia 2024,66 , 16492.42 ,False
LUX 2 pokoje *balkon *winda *BLISKO ŁAZIENEK KRÓLEWSKICH,829000,Warszawa Śródmieście , 26 stycznia 2024,35 , 23685.71 ,False
Mieszkanie 128m2 + 200 m2 ogródka,1049000,Warszawa Białołęka , 25 stycznia 2024,128 , 8195.31 ,False
Świetne 3 pokojowe mieszkanie na Bielanach,751500,Warszawa Bielany , 25 stycznia 2024,47 , 15989.36 ,False
2 pokoje na zamkniętym osiedlu!,699000,Warszawa Białołęka ,Dzisiaj,52 , 13442.31 ,False
Przestronne dwupokojowe mieszkanie przy Barbakanie,1399000,Warszawa Śródmieście ,Dzisiaj,57.58 , 24296.63 ,False
Przytulne M2 w kamienicy na Ochocie!!!,724000,Warszawa Ochota ,Dzisiaj,38.35 , 18878.75 ,False
3 pok mieszkanie Gocław Jugosłowiańska,975000,Warszawa Praga Południe , 25 stycznia 2024,54.90 , 17759.56 ,False
Sprzedam bezpośrednio!64m2 300m MetroRatusz spokojna zielona okolica,1700000,Warszawa Śródmieście , 25 stycznia 2024,64 , 26562.5 ,True
Bielany. Klaudyny3 pok. 60.4 m2,929000,Warszawa Bielany , 25 stycznia 2024,60.40 , 15380.79 ,False
Rozkładowe 4 pokoje na Bogusławskiego na Chomiczówce.,899000,Warszawa Bielany , 25 stycznia 2024,73 , 12315.07 ,True
Komfortowy 3-pokojowy apartament 69m2 Wilanów,1325000,Warszawa Wilanów , 25 stycznia 2024,69 , 19202.9 ,False
Mieszkanie Kawalerka 25 m2 po REMONCIE WUM OCHOTA,544997,Warszawa Ochota , 25 stycznia 2024,24.50 , 22244.78 ,True
Super inwestycja sprzedam mieszkanie 48.55 M2,695500,Warszawa Ursus , 25 stycznia 2024,48.55 , 14325.44 ,False
M2 w pełni umeblowane | świeżo po remoncie ENG,694000,Warszawa Mokotów , 25 stycznia 2024,36 , 19277.78 ,False
Mieszkanie 2 pokoje Bielany,640000,Warszawa Bielany , 25 stycznia 2024,37 , 17297.3 ,False
Sprzedam BEZPOŚREDNIO mieszkanie 42 m2,795000,Warszawa Bemowo , 25 stycznia 2024,42 , 18928.57 ,False
2 pokoje z balkonem garażem i komórką.,745000,Warszawa Praga Południe , 27 stycznia 2024,51.95 , 14340.71 ,False
Twoje Nowe 3 pokoje 49m2 Mokotów ul. Czerniakowska bezpośrednio,795000,Warszawa Mokotów , 19 stycznia 2024,49 , 16224.49 ,False
Mieszkanie przy metrze Wileńska i Galerii Wileńskiej,595000,Warszawa Praga Północ ,Dzisiaj,30 , 19833.33 ,False
Premium Sokratesa 7 Piękne unikalne dwupoziomowe,1540000,Warszawa Bielany , 25 stycznia 2024,86.39 , 17826.14 ,False
3 pokoje/Blisko metra/Po remoncie,749000,Warszawa Bielany , 25 stycznia 2024,42.14 , 17774.09 ,False
Atrakcyjna kawalerka Bielany blisko metra Młociny,610000,Warszawa Bielany , 25 stycznia 2024,32 , 19062.5 ,True
Powiśle 2 pokoje 31m2 Bezpośrednio,579900,Warszawa Śródmieście , 25 stycznia 2024,31 , 18706.45 ,False
Sprzedam 2 pokoje Warszawa Ursus Bezpośrednio,735000,Warszawa Ursus , 25 stycznia 2024,41.80 , 17583.73 ,True
mieszkanie 3 pokojowe w Wilanowie Royal Residence,1150000,Warszawa Wilanów , 25 stycznia 2024,62.57 , 18379.42 ,False
2 pokoje na sprzedaż,461400,Warszawa Białołęka , 25 stycznia 2024,40 , 11535 ,False
Ursynów-  metro ciche widne  2 pokojowe mieszkanie 572 m,1030000,Warszawa Ursynów , 25 stycznia 2024,57.20 , 18006.99 ,True
29 m2 | osobna kuchnia | 800 M do metra Młynów,535000,Warszawa Wola , 25 stycznia 2024,29.30 , 18259.39 ,False
Wykończone 2-pokojowe mieszkanie blisko Centrum,819000,Warszawa Wola , 25 stycznia 2024,39 , 21000 ,False
Okazja wynajęte kawalerki w centrum Warszawy,794600,Warszawa Śródmieście ,Dzisiaj,29.43 , 26999.66 ,True
Mieszkanie z widokiem na zieleń przy Parku Szczęśliwickim,750000,Warszawa Ochota ,Dzisiaj,42 , 17857.14 ,False
Sprzedam dwupokojowe mieszkanie Warszawa Wola Jana Kazimierza,1050000,Warszawa Wola ,Dzisiaj,45 , 23333.33 ,False
M3 ul. Międzyborska Praga Płd. okolica Balatonu,1300000,Warszawa Praga Południe , 25 stycznia 2024,65.47 , 19856.42 ,False
Bezpośrednio sprzedam 2-pok. mieszkanie Warszawa Białołęka Nowodwory,715000,Warszawa Białołęka , 25 stycznia 2024,44.10 , 16213.15 ,False
Przytulne Mieszkanie Cybernetyki 4 44m2 balkon,850000,Warszawa Mokotów , 25 stycznia 2024,44 , 19318.18 ,True
Wyjątkowy apartament metro rezerwat przyrody,1563501,Warszawa Ursynów , 25 stycznia 2024,67.23 , 23256 ,False
Mieszkanie przy Parku Skaryszewskim 33 m²,595000,Warszawa Praga Południe , 25 stycznia 2024,33 , 18030.3 ,False
3  pokojowe  z oddzielną kuchnią Żoliborz  Broniewskiego,735000,Warszawa Żoliborz , 25 stycznia 2024,56.40 , 13031.91 ,False
Ustawne M3 z ogromnym potencjałem przy metrze!,700000,Warszawa Targówek , 25 stycznia 2024,61.50 , 11382.11 ,False
Dwupokojowe 36 mkw z balkonem ulica Gibalskiego1,799000,Warszawa Wola , 25 stycznia 2024,36 , 22194.44 ,False
Zamieszkaj na swoim lub zainwestuj i zarabiaj,465000,Warszawa Białołęka , 25 stycznia 2024,28.94 , 16067.73 ,False
M2 przy nowej stacji metra z widokiem na patio,739000,Warszawa Bemowo , 25 stycznia 2024,43.30 , 17066.97 ,False
Mieszkanie 3-pok. Mokotów 645 m,990000,Warszawa Mokotów , 27 stycznia 2024,64.50 , 15348.84 ,True
Eleganckie 3 pokoje z balkonem,999000,Warszawa Praga Południe , 27 stycznia 2024,50.20 , 19900.4 ,False
Kamienica przy metrze targówek 347m2 dwulokalowa,3500000,Warszawa Targówek , 20 grudnia 2023,347 , 10086.46 ,False
Muranów 1/2 pokoje kamienica bezpośrednio,699000,Warszawa Śródmieście , 23 stycznia 2024,36.25 , 19282.76 ,True
Urokliwe mieszkanie 61m z ogródkiem  Metro Trocka,1060000,Warszawa Targówek , 23 stycznia 2024,60.80 , 17434.21 ,False
Ursynów -Kabaty sprzedam bezpośrednio,860000,Warszawa Ursynów , 23 stycznia 2024,48 , 17916.67 ,False
Dwupokojowe z widną kuchnią i miejscem parkingowym,519000,Warszawa Białołęka , 23 stycznia 2024,43.50 , 11931.03 ,False
Dwupokojowe mieszkanie 15 min od Centrum Warszawy,849000,Warszawa Rembertów , 23 stycznia 2024,53.84 , 15768.95 ,False
Nowy apartament Mokotów obok metra bezpośrednio,748000,Warszawa Mokotów , 23 stycznia 2024,31.20 , 23974.36 ,False
M3 z balkonem w super lokalizacji! Z NAJEMCĄ.,997650,Warszawa Mokotów , 23 stycznia 2024,73.90 , 13500 ,False
2/3 Pokoje Praga-Pd Widna Kuchnia Cegła Sprzedaż,799000,Warszawa Praga Południe , 23 stycznia 2024,48.50 , 16474.23 ,False
REZERWACJA 2 pokoje + Aneks wykończone własnościow,610000,Warszawa Białołęka , 23 stycznia 2024,51 , 11960.78 ,False
Apartament 3 pokoje Jana Kazimierza!!!,1285000,Warszawa Wola , 23 stycznia 2024,61.50 , 20894.31 ,False
Ochota Kawalerka 38m2 możliwe 2 pokoje,729000,Warszawa Ochota , 27 stycznia 2024,38.02 , 19174.12 ,False
3 pokoje Metro Bemowo 51m2 Wola Park Bezposrednio,799000,Warszawa Bemowo , 23 stycznia 2024,51 , 15666.67 ,False
KAMIENICA ! 1-2 Pokoje !! BALKON !!! Bezpośrednio,615000,Warszawa Śródmieście ,Dzisiaj,33 , 18636.36 ,False
Super mieszkanie inwestycyjne  / lokal użytkowy - ul. Zamieniecka 62,478000,Warszawa Praga Południe , 23 stycznia 2024,36.40 , 13131.87 ,False
Sprzedam mieszkanie Warszawa Bielany 57m2,790000,Warszawa Żoliborz , 23 stycznia 2024,57 , 13859.65 ,False
4-pokojowe mieszkanie z tarasem blisko Centrum!,2995000,Warszawa Wola , 23 stycznia 2024,117 , 25598.29 ,False
Atrakcyjne mieszkanie Warszawa Mokotów,1356300,Warszawa Mokotów , 23 stycznia 2024,56.32 , 24082.03 ,True
Mieszkanie 395m2 SUPER LOKALIZACJA,520000,Warszawa Białołęka , 23 stycznia 2024,39.50 , 13164.56 ,False
Centrum * Kw * Loggia * Duży potencjał!,869000,Warszawa Wola , 23 stycznia 2024,55 , 15800 ,False
Apartament z 2 łazienkami balkonem i garażem,1325000,Warszawa Mokotów , 23 stycznia 2024,63 , 21031.75 ,False
Klimatyczne Mieszkanie sprzedam,760000,Warszawa Śródmieście , 23 stycznia 2024,55 , 13818.18 ,False
3 pokoje 48 m balkon widna kuchnia Metro,825000,Warszawa Praga Północ , 23 stycznia 2024,47.82 , 17252.2 ,True
Wyjątkowy Apartament z własnym Kinem - Sprzedam,1299500,Warszawa Wola , 23 stycznia 2024,50.44 , 25763.28 ,False
LUX 2 pokoje *balkon *winda *BLISKO ŁAZIENEK KRÓLEWSKICH,829000,Warszawa Śródmieście , 26 stycznia 2024,35 , 23685.71 ,False
3 pokoje/Blisko metra/Po remoncie,749000,Warszawa Bielany , 25 stycznia 2024,42.14 , 17774.09 ,False
2-pokoje z garderobą blisko Metro Ratusz Bemowo,945000,Warszawa Bemowo ,Dzisiaj,54 , 17500 ,True
Apartamenty Przyjaciół | mieszkanie nr 49,489000,Warszawa Białołęka , 23 stycznia 2024,41.89 , 11673.43 ,False
Apartamenty Przyjaciół | mieszkanie nr 34,569000,Warszawa Białołęka , 23 stycznia 2024,50.39 , 11291.92 ,False
Apartamenty Przyjaciół | mieszkanie nr 43,359000,Warszawa Białołęka , 23 stycznia 2024,26.57 , 13511.48 ,False
3-pok. mieszkanie 56 m2 Praga Południe,860000,Warszawa Praga Południe , 23 stycznia 2024,56 , 15357.14 ,False
2 pok.nowe bud.Ujazdów obok Łazienek.,785000,Warszawa Śródmieście , 23 stycznia 2024,53 , 14811.32 ,False
Kolonia Lubeckiego - Paryż Północy.,1300000,Warszawa Ochota , 23 stycznia 2024,69.50 , 18705.04 ,False
Ursynów I0% Prowizji | Kameralny budynek | Bez Pcc,818100,Warszawa Ursynów , 23 stycznia 2024,44.75 , 18281.56 ,False
Praga I Bez Prowizji I Kamienica I Apartamenty,887449,Warszawa Praga Południe , 23 stycznia 2024,35.50 , 24998.56 ,False
Duża loggia. Garaż podziemny. Dolinka służewiecka!,999000,Warszawa Mokotów , 23 stycznia 2024,60.18 , 16600.2 ,False
Ursynów I Prowizja 0% I Zielona Okolica I Bez Pcc,900923,Warszawa Ursynów , 23 stycznia 2024,45.15 , 19954 ,False
Przestronne M3 na Targówku!!!,790000,Warszawa Targówek , 26 stycznia 2024,60 , 13166.67 ,False
CITY LINK Apartamentow ul. Skierniewicka 2018rok 200m od METRA Płocka.,920000,Warszawa Wola , 26 stycznia 2024,41 , 22439.02 ,False
2 pokoje 200 od Metro Płocka Wola blisko centrum,1072775,Warszawa Wola ,Dzisiaj,45.65 , 23500 ,False
Mieszkanie 49m2 3 pokoje balkon Platynowa,839000,Warszawa Wola , 23 stycznia 2024,49 , 17122.45 ,True
OD RĘKI| 2-pok w PIĘKNYM Apartamentowcu| Taras,560000,Warszawa Białołęka , 23 stycznia 2024,40.72 , 13752.46 ,True
2 pok | Bdb. Lokalizacja | Tramwaj | Piwnica 9m2,515000,Warszawa Wola , 23 stycznia 2024,29 , 17758.62 ,False
2 pokoje garaż komórka balkon metro Kabaty,935000,Warszawa Ursynów , 23 stycznia 2024,47 , 19893.62 ,True
Apartament loftowy w Wilanowie,1199000,Warszawa Wilanów , 23 stycznia 2024,72.20 , 16606.65 ,False
Atrakcyjny pakiet inwestycyjny - Mokotów,999752,Warszawa Mokotów , 23 stycznia 2024,46.98 , 21280.37 ,False
Wygodne mieszkanie przy samym Parku Leśnika,1190000,Warszawa Praga Południe , 23 stycznia 2024,58.60 , 20307.17 ,False
Sprzedam mieszkanie 2-pokojowe,658185,Warszawa Praga Południe , 23 stycznia 2024,39.89 , 16500 ,False
Wyposażone nowe budownictwo możliwe 3M Wilanów,1190700,Warszawa Wilanów , 23 stycznia 2024,63 , 18900 ,False
BEZPOŚREDNIO – 4 pokoje 7974m2.,1311000,Warszawa Śródmieście , 23 stycznia 2024,79.74 , 16440.93 ,False
Mieszkanie z widokiem na zieleń przy Parku Szczęśliwickim,750000,Warszawa Ochota ,Dzisiaj,42 , 17857.14 ,False
M2 w pełni umeblowane | świeżo po remoncie ENG,694000,Warszawa Mokotów , 25 stycznia 2024,36 , 19277.78 ,False
Trzy pokoje tuż przy Łazienkach Królewskich,844000,Warszawa Mokotów , 22 stycznia 2024,60.30 , 13996.68 ,True
3-pokojowe M na Sadach Żoliborskich,895000,Warszawa Żoliborz ,Dzisiaj,57.50 , 15565.22 ,False
Apartament w Inwestycji Apartamenty Dolny Mokotów,1291636,Warszawa Mokotów ,Dzisiaj,47.14 , 27400 ,False
Apartament przy metrze 24h ochrona,1599000,Warszawa Mokotów ,Dzisiaj,93 , 17193.55 ,False
Słoneczny trójstronny funkcjonalny apartament,1949000,Warszawa Bemowo ,Dzisiaj,117 , 16658.12 ,False
32mkw cisza piękny widok gotowe do zamieszkania,559000,Warszawa Targówek ,Dzisiaj,32 , 17468.75 ,False
Wyjątkowa Okazja: Twoje Marzenie o Miejskim Życiu w Warszawie!,649000,Warszawa Targówek ,Dzisiaj,46.10 , 14078.09 ,True
Stylowe 2 pokoje Saska Kępa,799000,Warszawa Praga Południe ,Dzisiaj,45 , 17755.56 ,False
Przestronne mieszkanie świetna lokalizacja WOLA,750000,Warszawa Wola ,Dzisiaj,47.70 , 15723.27 ,False
Mieszkanie z balkonem i miejscem w garażu,1158922,Warszawa Bielany ,Dzisiaj,77.78 , 14900 ,True
Mieszkanie Warszawa Targówek,625000,Warszawa Targówek ,Dzisiaj,38 , 16447.37 ,False
Mieszkanie inwestycyjne Kawalerka 2-pak Śródmieście 7.4%,399000,Warszawa Śródmieście , 26 stycznia 2024,18 , 22166.67 ,False
2 pokoje na zamkniętym osiedlu!,699000,Warszawa Białołęka ,Dzisiaj,52 , 13442.31 ,False
Stawki / 3 pokoje / apartamentowiec /garaż,1679000,Warszawa Śródmieście , 26 stycznia 2024,65.24 , 25735.74 ,False
Mieszkanie jedno pokojowe,670000,Warszawa Mokotów ,Dzisiaj,31.17 , 21495.03 ,False
WYJĄTKOWE - ECO Berensona 10% i 90% przy odbiorze!,465000,Warszawa Białołęka ,Dzisiaj,34.50 , 13478.26 ,False
2-pok. w Centrum.,950000,Warszawa Śródmieście ,Dzisiaj,40 , 23750 ,False
Warszawa Włochy,836160,Warszawa Włochy ,Dzisiaj,42.88 , 19500 ,False
Mieszkanie Warszawa Żoliborz obok Cytadeli,622000,Warszawa Żoliborz ,Dzisiaj,31.09 , 20006.43 ,True
Kawalerka 29m - Warszawa Praga Północ,469800,Warszawa Praga Północ ,Dzisiaj,29 , 16200 ,False
Urocze mieszkanie na Saskiej Kępie,999000,Warszawa Praga Południe ,Dzisiaj,52.90 , 18884.69 ,False
Mieszkanie 596 m2 Praga Południe Komorska,820000,Warszawa Praga Południe ,Dzisiaj,59.60 , 13758.39 ,False
Wyjątkowe dwupoziomowe słoneczne m3 inwestycja,1910000,Warszawa Żoliborz ,Dzisiaj,83.40 , 22901.68 ,False
2-pokoje z garderobą blisko Metro Ratusz Bemowo,945000,Warszawa Bemowo ,Dzisiaj,54 , 17500 ,True
3 pokoje Metro Bemowo 51m2 Wola Park Bezposrednio,799000,Warszawa Bemowo , 23 stycznia 2024,51 , 15666.67 ,False
Rezerwacja 2 pok do remontu w zabytkowej kamienicy,525500,Warszawa Praga Północ , 10 stycznia 2024,32.19 , 16324.95 ,False
Kawalerka_12 min od Metra_Wysoki Standard_Bez PCC,402900,Warszawa Białołęka ,Dzisiaj,26.70 , 15089.89 ,False
2 pok. 4320m2 z antresolą ul.Odkryta 39 Tarchomin,765000,Warszawa Białołęka ,Dzisiaj,43.20 , 17708.33 ,False
Bepośrednio wygodne i ciche 2 pokoje,800000,Warszawa Praga Południe ,Dzisiaj,50.20 , 15936.25 ,False
Bezpośrednio mieszkanie 82.5 m na Kabatach,1590000,Warszawa Ursynów ,Dzisiaj,82.50 , 19272.73 ,False
Wilanów Wysoki 815 m²,1350000,Warszawa Wilanów ,Dzisiaj,81.50 , 16564.42 ,False
Dwupoziomowy apartament dla rodziny - 5 pokoi !!!,2000000,Warszawa Włochy ,Dzisiaj,164 , 12195.12 ,False
Okazja wynajęte kawalerki w centrum Warszawy,794600,Warszawa Śródmieście ,Dzisiaj,29.43 , 26999.66 ,True
Mieszkanie dwupokojowe  w Warszawie 39metrow,420000,Warszawa Śródmieście ,Dzisiaj,39 , 10769.23 ,False
Rezerwacja Słodowiec 2 pokoje po remoncie,655000,Warszawa Bielany ,Dzisiaj,36 , 18194.44 ,True
Mieszkanie Kawalerka Warszawa Wola (Koło) (322 m2  piwnica 4 m2),550000,Warszawa Wola ,Dzisiaj,36 , 15277.78 ,False
Nowoczesne mieszkanie Warszawa Włochy 317m2,680000,Warszawa Włochy ,Dzisiaj,31.70 , 21451.1 ,False
3 pokoje_12 min od METRA_Wysoki Standard_bez PCC,568500,Warszawa Białołęka ,Dzisiaj,50.80 , 11190.94 ,False
Mieszkanie 3 pokojowe blisko Metra Kondratowicza,1190000,Warszawa Targówek , 11 stycznia 2024,68.50 , 17372.26 ,False
Jelonki dwa oddzielne pokoje i oddzielna kuchnia balkon!,559000,Warszawa Bemowo , 15 stycznia 2024,41.43 , 13492.64 ,True
Mieszkanie 38m²⭐Ogródek 40m²⭐Parking⭐Budynek 2018,645000,Warszawa Ursus ,Dzisiaj,38 , 16973.68 ,False
Nowoczesne mieszkanie Warszawa Włochy 317m2 dogodna lokalizacja!,680000,Warszawa Włochy ,Dzisiaj,31.70 , 21451.1 ,True
Sprzedam mieszkanie 2 pokojowe na  Górnym Mokotowie [345m2],600000,Warszawa Mokotów ,Dzisiaj,34.50 , 17391.3 ,True
2-pokojowe mieszkanie 51m2 + taras Bez Prowizji,1140000,Warszawa Mokotów ,Dzisiaj,51.47 , 22148.82 ,False
Bielany dwupokojowe z dużym balkonem 15 piętro,895000,Warszawa Bielany ,Dzisiaj,52 , 17211.54 ,False
Mieszkanie 3 pokojowe 48 m2 przy METRO TROCKA REZERWACJA,680000,Warszawa Targówek ,Dzisiaj,48 , 14166.67 ,False
Nowe 2 pok. pod klucz KW parking bezpośrednio,739900,Warszawa Mokotów ,Dzisiaj,39 , 18971.79 ,False
2 pokoje na zamkniętym osiedlu!,699000,Warszawa Białołęka ,Dzisiaj,52 , 13442.31 ,False
Mieszkanie z widokiem na zieleń przy Parku Szczęśliwickim,750000,Warszawa Ochota ,Dzisiaj,42 , 17857.14 ,False
Przestronne 3 pokojowe Klimatyzacja Metro w Zasięgu,799000,Warszawa Bemowo ,Dzisiaj,51 , 15666.67 ,True
Wykończone POD KLUCZ 75m2 + poddasze 90m2,999000,Warszawa Wawer , 04 grudnia 2023,120 , 8325 ,False
Przestronne M3 na Targówku!!!,790000,Warszawa Targówek , 26 stycznia 2024,60 , 13166.67 ,False
2 pokoje 200 od Metro Płocka Wola blisko centrum,1072775,Warszawa Wola ,Dzisiaj,45.65 , 23500 ,False
Mieszkanie na sprzedaż Ursynów Kabaty,2800000,Warszawa Ursynów , 24 stycznia 2024,197 , 14213.2 ,False
Przestronne mieszkanie nowe osiedle- Tanczna 59,1250000,Warszawa Ursynów , 24 stycznia 2024,67.03 , 18648.37 ,False
Inwestycyjne idealne na krótki najem blisko metro,999000,Warszawa Wola , 24 stycznia 2024,51.16 , 19526.97 ,True
Apartament 38m2 na sprzedaż w Centrum Warszawy na tyłach Błękitnego...,889200,Warszawa Śródmieście , 24 stycznia 2024,38 , 23400 ,True
Sprzedam bezpośrednio 3-pokojowe mieszkanie,650000,Warszawa Białołęka , 24 stycznia 2024,57 , 11403.51 ,False
Mieszkanie 96 m 2 z miejscem parkingowym,1534000,Warszawa Mokotów , 24 stycznia 2024,96.53 , 15891.43 ,True
Metro Służew 3 pokoje + garaż bezpośrednio,1100000,Warszawa Mokotów , 24 stycznia 2024,67.69 , 16250.55 ,False
dwustronna kawalerka z balkonem przy rondzie onz,729000,Warszawa Wola , 24 stycznia 2024,33.04 , 22064.16 ,False
Metro Młociny 26m2 po remoncie.,479000,Warszawa Bielany , 24 stycznia 2024,26 , 18423.08 ,False
2pok | narożne | 2 balkony | garaż | metro,1025000,Warszawa Bielany , 24 stycznia 2024,53.75 , 19069.77 ,False
Jelonki dwa oddzielne pokoje i oddzielna kuchnia balkon!,559000,Warszawa Bemowo , 15 stycznia 2024,41.43 , 13492.64 ,True
Mieszkanie 355m2  2 pok + kuchnia Metro Wierzbno Mokotów,699000,Warszawa Mokotów , 27 stycznia 2024,35.50 , 19690.14 ,False
2 pokoje doskonałe pod wynajem bezpośrednio,654000,Warszawa Włochy ,Dzisiaj,38.17 , 17133.87 ,True
2-pok 415 m2 na wysokim parterze 10 min do metra,549000,Warszawa Targówek , 24 stycznia 2024,41.50 , 13228.92 ,False
Mieszkanie 2-pokojowe 425m2 Miasteczko Wilanów,890000,Warszawa Wilanów , 24 stycznia 2024,42.50 , 20941.18 ,False
Sprzedam mieszkanie nad Wisłą 5 pokoi/BEZ PROWIZJI,1383048,Warszawa Praga Północ , 24 stycznia 2024,90.99 , 15200 ,False
Na sprzedaż położona na V piętrze w Warszawie p,440000,Warszawa Żoliborz , 24 stycznia 2024,26.70 , 16479.4 ,False
Sprzedam mieszkanie 55 mkw wysoki standard,869000,Warszawa Praga Północ , 24 stycznia 2024,55 , 15800 ,False
Bezpośrednio 3 pokojowe mieszkanie  Al. Stanów Zjednoczonych 72,1300000,Warszawa Praga Południe , 24 stycznia 2024,75 , 17333.33 ,True
Kawalerka do zamieszkania 700 M od Metra,485000,Warszawa Targówek , 24 stycznia 2024,33 , 14696.97 ,False
Dwupokojowe mieszkanie przy WAT-oddzielna kuchnia,883500,Warszawa Bemowo , 24 stycznia 2024,52 , 16990.38 ,False
Kawalerka w kamienicy Białobrzeska 1 przy Dickensa,455000,Warszawa Ochota , 24 stycznia 2024,20.23 , 22491.35 ,False
Sprzedam za gotówkę 2 w pełni wyposażone pokoje,690000,Warszawa Bielany , 24 stycznia 2024,46 , 15000 ,False
LUX 2 pokoje *balkon *winda *BLISKO ŁAZIENEK KRÓLEWSKICH,829000,Warszawa Śródmieście , 26 stycznia 2024,35 , 23685.71 ,False
Kawalerka z Aneksem Sypialnianym i z Ogrodkiem na Starych Wlochach,698000,Warszawa Włochy , 27 stycznia 2024,35 , 19942.86 ,False
3 pok - Metro Służew - Park Służew Nad Dolinką,990000,Warszawa Mokotów , 16 stycznia 2024,57 , 17368.42 ,False
3 pokojowy apartament przy samym metrze,1800000,Warszawa Mokotów , 24 stycznia 2024,97 , 18556.7 ,False
BEZPOŚREDNIO! Mieszkanie w rewitalizowanej kamieni,380000,Warszawa Włochy , 24 stycznia 2024,21.34 , 17806.94 ,False
