title,price,location,date,size,price_pm,negotiable
Nowodwory. Super jasne i przestronne 2-3 pokoje - 4850 m2,580000,Warszawa Białołęka , 23 stycznia 2024,48.50 , 11958.76 ,False
Mieszkanie nad jez. gocławskim15min do centr,930000,Warszawa Praga Południe , 23 stycznia 2024,54 , 17222.22 ,False
Właściciel - taras 50m2 - 2xgaraż +kom.,3495000,Warszawa Śródmieście , 23 stycznia 2024,133 , 26278.2 ,False
Apartament na granicy 3 dzielnic 3 POKOJE/7 PIĘTRO,1513260,Warszawa Bielany , 23 stycznia 2024,72.06 , 21000 ,False
Sprzedam bezpośrednio 47-metrowe mieszkanie,900000,Warszawa Bemowo , 23 stycznia 2024,47.68 , 18875.84 ,False
LUX 2 pokoje *balkon *winda *BLISKO ŁAZIENEK KRÓLEWSKICH,829000,Warszawa Śródmieście , 26 stycznia 2024,35 , 23685.71 ,False
BEZPOŚREDNIO mieszkanie przy ul. Belwederskiej,575000,Warszawa Mokotów , 03 stycznia 2024,31.60 , 18196.2 ,False
KAMIENICA ! 1-2 Pokoje !! BALKON !!! Bezpośrednio,615000,Warszawa Śródmieście ,Dzisiaj,33 , 18636.36 ,False
2-poziomowe M4 z ogrodem i parkingiem w cenie,997000,Warszawa Ursus , 23 stycznia 2024,122.84 , 8116.25 ,False
Apartamenty Śmigielska | apartament 9,862315,Warszawa Ursus , 23 stycznia 2024,59.47 , 14500 ,False
Apartamenty Śmigielska | apartament 10,833460,Warszawa Ursus , 23 stycznia 2024,57.48 , 14500 ,False
Apartamenty Śmigielska | apartament 7,423305,Warszawa Ursus , 23 stycznia 2024,27.31 , 15500 ,False
Mieszkanie z narożnym tarasem i widokiem na zieleń,960000,Warszawa Wola , 23 stycznia 2024,67.11 , 14304.87 ,False
Nowe 3-pok. mieszkanie z garażem - ul. Przeworska Stacja Grochów,1100000,Warszawa Praga Południe , 23 stycznia 2024,55.50 , 19819.82 ,True
Bezpośrednio sprzedam kawalerkę na Rakowcu zł 405 tys,405000,Warszawa Ochota , 23 stycznia 2024,19 , 21315.79 ,False
Metro|Gotowe 2 pok|Inwestycja|Park|Balkon|Cicho,769000,Warszawa Mokotów , 23 stycznia 2024,46.40 , 16573.28 ,False
ŚRÓDMIEŚCIE metro 58 m2 ul. Krochmalna,949000,Warszawa Śródmieście , 23 stycznia 2024,58 , 16362.07 ,False
Inwestycyjne 3 pokoje z dużym ogrodem,799000,Warszawa Ursynów , 23 stycznia 2024,51.68 , 15460.53 ,False
2-pokoje z garderobą blisko Metro Ratusz Bemowo,945000,Warszawa Bemowo ,Dzisiaj,54 , 17500 ,True
Ochota Kawalerka 38m2 możliwe 2 pokoje,729000,Warszawa Ochota , 27 stycznia 2024,38.02 , 19174.12 ,False
Przestronne 3 pokojowe Klimatyzacja Metro w Zasięgu,799000,Warszawa Bemowo ,Dzisiaj,51 , 15666.67 ,True
3 pokoje 5778m2 Jutrzenki garaż schowek bez ppc,837750,Warszawa Włochy , 20 stycznia 2024,57.78 , 14498.96 ,False
Mieszkanie 2 pokojowe 48 m2 Bielany,850000,Warszawa Bielany , 20 stycznia 2024,48 , 17708.33 ,True
Praga Studio | mieszkanie 2-pok. | 2_02,754000,Warszawa Praga Południe , 20 stycznia 2024,40.56 , 18589.74 ,False
Praga Studio | mieszkanie 1-pok. | 1_08,517000,Warszawa Praga Południe , 20 stycznia 2024,27.85 , 18563.73 ,False
Praga Studio | mieszkanie 2-pok. | 1_03,609000,Warszawa Praga Południe , 20 stycznia 2024,32.78 , 18578.4 ,False
Praga Studio | mieszkanie 2-pok. | 1_05,618000,Warszawa Praga Południe , 20 stycznia 2024,33.25 , 18586.47 ,False
Praga Studio | mieszkanie 2-pok. | 1_02,753000,Warszawa Praga Południe , 20 stycznia 2024,40.56 , 18565.09 ,False
Mieszkanie 4980 m2 Ursynów metro Imielin cicho,808500,Warszawa Ursynów , 20 stycznia 2024,49.80 , 16234.94 ,False
Mieszkanie 2 niezależne pokoje oddzielna kuchnia Mokotów Jadźwingów,900000,Warszawa Mokotów , 20 stycznia 2024,47 , 19148.94 ,False
Przestrzenne mieszkanie 3 pokoje taras 25 m2,965000,Warszawa Bielany , 20 stycznia 2024,68.71 , 14044.54 ,False
Stawki / 3 pokoje / apartamentowiec /garaż,1679000,Warszawa Śródmieście , 26 stycznia 2024,65.24 , 25735.74 ,False
Trzy pokoje tuż przy Łazienkach Królewskich,844000,Warszawa Mokotów , 22 stycznia 2024,60.30 , 13996.68 ,True
Wyjątkowy apartament metro rezerwat przyrody,1563501,Warszawa Ursynów , 25 stycznia 2024,67.23 , 23256 ,False
Sprzedam mieszkanie 3 pokojowe G.Bacewiczówny 7,725000,Warszawa Ursynów , 20 stycznia 2024,53 , 13679.25 ,False
Apartament 81 m2+ duży balkon p.2/3 Stara Miłosna,870000,Warszawa Wesoła , 20 stycznia 2024,81.42 , 10685.34 ,False
3 pokoje Sadyba ul. Sobieskiego - bezpośrednio,1050000,Warszawa Mokotów , 20 stycznia 2024,83.50 , 12574.85 ,False
Słoneczne Mieszkanie 3-pokojowe Osiedle Moderna,1280000,Warszawa Targówek , 20 stycznia 2024,68.14 , 18784.85 ,False
2 pokoje Śródmieście Muranów - Bezpośrednio!,849000,Warszawa Śródmieście , 20 stycznia 2024,43 , 19744.19 ,False
3 pokoje Marszałkowska / Plac Zbawiciela,1290000,Warszawa Śródmieście , 20 stycznia 2024,72 , 17916.67 ,False
Warszawa-Białołęka - Nowe 4pok-5464m2+ Balkon,611968,Warszawa Białołęka , 20 stycznia 2024,54.64 , 11200 ,False
Warszawa-Białołęka - Nowe 4pok-6615m2+ Balkon,704497,Warszawa Białołęka , 20 stycznia 2024,66.15 , 10649.99 ,False
Warszawa-Białołęka - Nowe 3pok-5247m2+ Balkon,587664,Warszawa Białołęka , 20 stycznia 2024,52.47 , 11200 ,False
PIĘKNE dwa pokoje na Mokotowie,960000,Warszawa Mokotów , 19 stycznia 2024,46.50 , 20645.16 ,False
Mieszkanie 3-pok. Mokotów 645 m,990000,Warszawa Mokotów , 27 stycznia 2024,64.50 , 15348.84 ,True
BRÓDNO 3pok Okazja 921 tys. METRO,921600,Warszawa Targówek ,Dzisiaj,72 , 12800 ,False
Komfortowe mieszkanie 687 m2 z widokiem na park ul. Skarbka z Gór,940000,Warszawa Białołęka , 27 stycznia 2024,68.70 , 13682.68 ,True
2-pokojowe mieszkanie na Żoliborzu Artystycznym,900000,Warszawa Żoliborz , 19 stycznia 2024,38.47 , 23394.85 ,False
przy Promenadzie | wysoki standard | widne | garaż,990000,Warszawa Praga Południe , 19 stycznia 2024,55 , 18000 ,False
*BEZPOŚREDNIO*ścisłe CENTRUM*Po remoncie generaln*,697000,Warszawa Śródmieście , 19 stycznia 2024,23.08 , 30199.31 ,False
3 pokoje duży taras piwnica zielona okolica,720000,Warszawa Wesoła , 19 stycznia 2024,69.50 , 10359.71 ,False
Sprawdź tą ofertę nim będzie za późno,910000,Warszawa Bielany , 19 stycznia 2024,60.80 , 14967.11 ,False
200m od planowanej stacji Metra Chrzanów,650000,Warszawa Bemowo , 19 stycznia 2024,34 , 19117.65 ,False
Mieszkanie 54m2 3 pokoje metro Targówek Zacisze 2 piwnice garaż,860000,Warszawa Targówek , 19 stycznia 2024,54 , 15925.93 ,True
Pl. Zbawiciela Łazienki Śródmieście Południowe,745000,Warszawa Śródmieście , 19 stycznia 2024,36 , 20694.44 ,False
Mieszkanie - kawalerka 44m2 - 400 M Metro Targówek,650000,Warszawa Targówek , 19 stycznia 2024,43.22 , 15039.33 ,False
Dwupok. po remoncie Śródmieście ul. Grzybowska,744960,Warszawa Śródmieście , 19 stycznia 2024,38.80 , 19200 ,False
2 pok Metro Taras-30m2  Cisza Mokotów 409m2,799000,Warszawa Mokotów , 26 stycznia 2024,40.90 , 19535.45 ,True
Bielany. Klaudyny3 pok. 60.4 m2,929000,Warszawa Bielany , 25 stycznia 2024,60.40 , 15380.79 ,False
3- pokojowa oaza spokoju w sercu Starego Mokotowa,895000,Warszawa Mokotów ,Dzisiaj,50.50 , 17722.77 ,False
0% prowizji Ochota! 4-pokojowe mieszkanie,950000,Warszawa Ochota , 19 stycznia 2024,65.50 , 14503.82 ,False
2 pokojowe mieszkanie na Pradze południe,925000,Warszawa Praga Południe , 19 stycznia 2024,50 , 18500 ,False
Bezpośrednio Mieszkanie 3 Pokojowe,865000,Warszawa Praga Południe , 19 stycznia 2024,48.35 , 17890.38 ,True
Kawalerka przy Parku Morskie Oko Warszawa Mokotów,390000,Warszawa Śródmieście , 19 stycznia 2024,18 , 21666.67 ,True
Żoliborz Artystyczny ul. Dygata 6 43m2 2 pokoje/2 ogródki,1100000,Warszawa Żoliborz , 19 stycznia 2024,43 , 25581.4 ,False
Bezpośrednio 2-pok. po remoncie gotowe do zam.,950000,Warszawa Bemowo , 19 stycznia 2024,55.30 , 17179.02 ,False
Mieszkanie z pięknym widokiem przy parku,725000,Warszawa Ochota , 19 stycznia 2024,40.40 , 17945.54 ,False
Apartament z Loggią w 19 dzielnicy ul. Kolejowa,996000,Warszawa Wola , 19 stycznia 2024,37.17 , 26795.8 ,False
Duże tarasybezpośredni wjazd windą do mieszkania!,1999999,Warszawa Białołęka , 19 stycznia 2024,118 , 16949.14 ,False
1-pok.ul.Chrościckiego 355 m2 2020 r.,620000,Warszawa Włochy , 19 stycznia 2024,35.50 , 17464.79 ,False
**Nowe mieszkanie 2 pokoje wykończone pod klucz**,699000,Warszawa Ursynów , 27 stycznia 2024,41.72 , 16754.55 ,False
Rezerwacja 2 pok do remontu w zabytkowej kamienicy,525500,Warszawa Praga Północ , 10 stycznia 2024,32.19 , 16324.95 ,False
Unikatowy Penthause przy Głebockiej w Warszawie!!!,1800000,Warszawa Targówek , 11 stycznia 2024,116.59 , 15438.72 ,False
Apartament z tarasem 6piętro |Wola |Gotowy Bez Pcc,2777500,Warszawa Wola , 20 stycznia 2024,112.91 , 24599.24 ,False
Sprzedam mieszkanie na Gocławiu,700000,Warszawa Praga Południe , 20 stycznia 2024,56.40 , 12411.35 ,False
Praga-Północ Koneser 115m komórka lok. garaż,2850000,Warszawa Praga Północ , 20 stycznia 2024,115 , 24782.61 ,False
Bez pośredników nowe mieszkanie ul. Solec 18,2000000,Warszawa Śródmieście , 20 stycznia 2024,60.90 , 32840.72 ,False
44m mieszkanie w przedwojennej kamienicy (Ochota),835000,Warszawa Ochota , 20 stycznia 2024,44 , 18977.27 ,False
Mieszkanie ul. Samarytanka 1 Warszawa,750000,Warszawa Targówek , 20 stycznia 2024,50.49 , 14854.43 ,False
3 pokoje 60m do metra Chrzanów,997000,Warszawa Bemowo , 20 stycznia 2024,52.49 , 18994.09 ,False
Mieszkanie Dolny Mokotów blisko centrum,799000,Warszawa Mokotów , 20 stycznia 2024,44 , 18159.09 ,False
Odnowione mieszkanie w kamienicy na Powislu,1650000,Warszawa Śródmieście , 20 stycznia 2024,61.50 , 26829.27 ,False
3 pokoje 60m do metra Chrzanów,1160000,Warszawa Bemowo , 20 stycznia 2024,52.49 , 22099.45 ,False
2 pokoje na zamkniętym osiedlu!,699000,Warszawa Białołęka ,Dzisiaj,52 , 13442.31 ,False
NOWE MIESZKANIE 5981m2 ! WaWa Białołęka,630000,Warszawa Białołęka , 27 stycznia 2024,59.81 , 10533.36 ,False
BRÓDNO 3pok Okazja 921 tys. METRO,921600,Warszawa Targówek ,Dzisiaj,72 , 12800 ,False
38m 2 pokoje balkon Śródmieście - Solec,690000,Warszawa Śródmieście , 20 stycznia 2024,38 , 18157.89 ,False
Mieszkanie dwupokojowe Kobielska - bezpośrednio,638000,Warszawa Praga Południe , 20 stycznia 2024,35 , 18228.57 ,True
Mieszkanie 39.6 m2 2-pokojowe Mokotów,690000,Warszawa Mokotów , 20 stycznia 2024,39.60 , 17424.24 ,False
Idealne dla pary_Cityzen,888000,Warszawa Mokotów , 20 stycznia 2024,57 , 15578.95 ,False
Przy metrze w Rezydencji Pod Orłem,1599000,Warszawa Mokotów , 20 stycznia 2024,93 , 17193.55 ,False
2-poziomowy loft - Warszawa Wola,1100000,Warszawa Wola , 20 stycznia 2024,45.47 , 24191.77 ,False
Warszawa Mokotów Miączyńska do zamieszkania,640000,Warszawa Mokotów , 20 stycznia 2024,34.50 , 18550.72 ,False
Warszawa Stare Bielany 2 pokoje metro,700000,Warszawa Śródmieście , 20 stycznia 2024,44 , 15909.09 ,False
kawalerka z garderobą | bezpośrednio | 34m | M3=>,499000,Warszawa Praga Południe , 20 stycznia 2024,33.84 , 14745.86 ,False
Nowy piękny wykończony lokal 245 m2 garaż FV,525000,Warszawa Włochy , 20 stycznia 2024,24.47 , 21454.84 ,False
Mieszkanie 2 pokojowe 38m2,630000,Warszawa Targówek , 20 stycznia 2024,38 , 16578.95 ,True
3 pokoje/Blisko metra/Po remoncie,749000,Warszawa Bielany , 25 stycznia 2024,42.14 , 17774.09 ,False
Kawalerka na sprzedaż,450000,Warszawa Włochy , 14 stycznia 2024,20 , 22500 ,True
Mieszkanie Warszawa Bielany/ Żoliborz. Żeromskiego,735000,Warszawa Bielany , 20 stycznia 2024,35 , 21000 ,False
3 pokoje blok z 2021 balkon 20 m2 klima garaż,1050000,Warszawa Włochy , 20 stycznia 2024,62.20 , 16881.03 ,False
Ostatnie wolne mieszkanie | Willa Kordeckiego,1091055,Warszawa Praga Południe , 20 stycznia 2024,75.50 , 14451.06 ,False
3 pokoje z balkonem | garderoba i pralnia | garaż,879000,Warszawa Wawer , 20 stycznia 2024,70.20 , 12521.37 ,False
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,834192,Warszawa Ursus , 20 stycznia 2024,60.85 , 13708.99 ,False
3-pokojowe mieszkanie 72m2 + loggia Bez Prowizji,1875937,Warszawa Wola , 20 stycznia 2024,72.43 , 25900 ,False
O% Prowizji przy METRZE Blisko Centrum Ciche !,648500,Warszawa Wola , 20 stycznia 2024,37 , 17527.03 ,False
Mieszkanie ul. Internetowa Lewandów Białołęka,649000,Warszawa Białołęka , 20 stycznia 2024,40.57 , 15997.04 ,False
Kawalerka 29m2 przy Obozowej - dobra inwestycja,489000,Warszawa Wola , 20 stycznia 2024,29 , 16862.07 ,False
Sprzedam mieszkanie 3530 ul.Kordeckiego Praga - Południe,598000,Warszawa Śródmieście , 20 stycznia 2024,35.30 , 16940.51 ,False
Atrakcyjna kawalerka Bielany blisko metra Młociny,610000,Warszawa Bielany , 25 stycznia 2024,32 , 19062.5 ,True
Super Widoki- 3 pokoje Ostatnie pietro Śródmieście PN,1360000,Warszawa Śródmieście , 21 stycznia 2024,57 , 23859.65 ,True
Przestronne dwupokojowe mieszkanie przy Barbakanie,1399000,Warszawa Śródmieście ,Dzisiaj,57.58 , 24296.63 ,False
Nowe budownictwo - 3 pokoje zabudowany balkon,815000,Warszawa Ursus , 20 stycznia 2024,56 , 14553.57 ,False
Nowoczesne świetnie zaprojektowane na Kabatach!,1970000,Warszawa Ursynów , 20 stycznia 2024,95 , 20736.84 ,False
Nowoczesne i praktyczne mieszkanie w sercu Woli,1290000,Warszawa Wola , 20 stycznia 2024,62 , 20806.45 ,False
3-pokojowe na osiedlu Saska ul. Bora-Komorowskiego,1220000,Warszawa Praga Południe , 20 stycznia 2024,58.20 , 20962.2 ,False
Anielewicza mieszkanie po generalnym remoncie,975000,Warszawa Śródmieście , 20 stycznia 2024,48.53 , 20090.67 ,False
Mieszkanie 3 pokojowe ul. Poematu,820000,Warszawa Wawer , 20 stycznia 2024,60.32 , 13594.16 ,False
W Sercu Prestiżowej Lokalizacji w widokiem!,737000,Warszawa Wola , 20 stycznia 2024,38.80 , 18994.85 ,False
2-pokojowe mieszkanie / Metro Chrzanów / Komórka,895000,Warszawa Bemowo , 20 stycznia 2024,51.93 , 17234.74 ,False
3pok. Balkon Kamienica Park Cietrzewia & Stawy,950000,Warszawa Włochy , 20 stycznia 2024,60 , 15833.33 ,False
Miasteczko Wilanów okazja!!!,1408000,Warszawa Wilanów , 20 stycznia 2024,86.30 , 16315.18 ,False
Nowoczesne mieszkanie Warszawa Włochy 317m2 dogodna lokalizacja!,680000,Warszawa Włochy ,Dzisiaj,31.70 , 21451.1 ,True
⭐M2 ⭐2 Pokoje ⭐Wola - Mirów⭐,615000,Warszawa Wola , 27 stycznia 2024,27 , 22777.78 ,False
2 pokoje_12 min do Metra_Wysoki Standard_bez PCC,465950,Warszawa Białołęka ,Dzisiaj,34.65 , 13447.33 ,False
Trzy pokoje w kamienicy w Śródmiesciu.,1399000,Warszawa Śródmieście , 26 stycznia 2024,63.50 , 22031.5 ,False
STYLOWE 2-pok. Wola | garaż+komórka | duży balkon,1160000,Warszawa Wola , 26 stycznia 2024,44.93 , 25817.94 ,False
Kawalerka w kamienicy - blisko Centrum,490000,Warszawa Wola , 26 stycznia 2024,16 , 30625 ,False
Mieszkanie dla Ciebie i Twojej rodziny,1145000,Warszawa Białołęka , 26 stycznia 2024,73.13 , 15657.05 ,False
Bezpośrednio 35 m2 Grochów,555000,Warszawa Praga Południe , 26 stycznia 2024,34.40 , 16133.72 ,False
48 m2 w samym sercu Warszawy,865000,Warszawa Wola , 26 stycznia 2024,47.86 , 18073.55 ,False
Warszawa Praga Północ Nowa Praga,850000,Warszawa Praga Północ , 26 stycznia 2024,51 , 16666.67 ,False
Świetna nieruchomość inwestycyjna i nie tylko!,659900,Warszawa Praga Południe , 26 stycznia 2024,43.20 , 15275.46 ,False
Sprzedam apartament na Sadach Żoliborskich,4200000,Warszawa Żoliborz , 26 stycznia 2024,238 , 17647.06 ,False
EcoBerensona - NOWE płatność 10%/90%,498355.50,Warszawa Białołęka , 26 stycznia 2024,37.33 , 13350 ,False
2 pokoje na zamkniętym osiedlu!,699000,Warszawa Białołęka ,Dzisiaj,52 , 13442.31 ,False
Stawki / 3 pokoje / apartamentowiec /garaż,1679000,Warszawa Śródmieście , 26 stycznia 2024,65.24 , 25735.74 ,False
Mieszkanie z widokiem na zieleń przy Parku Szczęśliwickim,750000,Warszawa Ochota ,Dzisiaj,42 , 17857.14 ,False
EcoBerensona - NOWE płatność 10%/90%,568512,Warszawa Białołęka , 26 stycznia 2024,50.76 , 11200 ,False
EcoBerensona - NOWE płatność 10%/90%,465908,Warszawa Białołęka , 26 stycznia 2024,34.64 , 13450 ,False
Kawalerka w wysokim standardzie w Centrum Warszawy,845000,Warszawa , 26 stycznia 2024,27 , 31296.3 ,False
Mieszkanie Nowe Międzylesie Centrum Międzylesia,990000,Warszawa , 26 stycznia 2024,68 , 14558.82 ,False
3 pokoje z dużym tarasem! Gotowe do odbioru!,1096000,Warszawa Białołęka , 26 stycznia 2024,92.80 , 11810.34 ,False
3 pokoje ma Woli 571 m2 gotowe do zamieszkania!,1380000,Warszawa Wola , 26 stycznia 2024,57.10 , 24168.13 ,False
CITY LINK Apartamentow ul. Skierniewicka 2018rok 200m od METRA Płocka.,920000,Warszawa Wola , 26 stycznia 2024,41 , 22439.02 ,False
Mieszkanie 385m CENTRUM 23 piętro bezpośrednio,920000,Warszawa Śródmieście , 26 stycznia 2024,38.50 , 23896.1 ,False
4-pokojowe mieszkanie 100m2 + taras,2388000,Warszawa Mokotów , 26 stycznia 2024,100.09 , 23858.53 ,False
4 pokojowe mieszkanie w Miasteczku Wilanów,1899000,Warszawa Wilanów , 26 stycznia 2024,104.90 , 18102.96 ,False
Unikatowy Penthause przy Głebockiej w Warszawie!!!,1800000,Warszawa Targówek , 11 stycznia 2024,116.59 , 15438.72 ,False
Świetne 3 pokojowe mieszkanie na Bielanach,751500,Warszawa Bielany , 25 stycznia 2024,47 , 15989.36 ,False
**Nowe mieszkanie 2 pokoje wykończone pod klucz**,699000,Warszawa Ursynów , 27 stycznia 2024,41.72 , 16754.55 ,False
Warszawa Poznańska Bezpośrednio,2650000,Warszawa Śródmieście , 26 stycznia 2024,78.50 , 33757.96 ,False
Wszystko wokół | 49 m2 | 2 p. | Ogród + loggia,798000,Warszawa Praga Południe , 26 stycznia 2024,49 , 16285.71 ,False
Ciche odświeżone mieszkanie metro,689000,Warszawa Praga Północ , 26 stycznia 2024,44.23 , 15577.66 ,False
Osiedle Wilno ogródek ciche,1080000,Warszawa Targówek , 26 stycznia 2024,65 , 16615.38 ,False
Bezpośrednio - Studio w pełni wyposażone - garaż - ASzWoj,580000,Warszawa Rembertów , 26 stycznia 2024,30.50 , 19016.39 ,True
2 osobne pok4318m2ul.Orla /Elektoralna/Metro Ratusz Arsenał/Cegła,898000,Warszawa Śródmieście , 26 stycznia 2024,43.18 , 20796.67 ,False
2-pokojowe mieszkanie na Woli,800000,Warszawa Wola , 26 stycznia 2024,38 , 21052.63 ,False
Mieszkanie na przyszłość w centrum Warszawy,862000,Warszawa Wola , 26 stycznia 2024,49 , 17591.84 ,False
SASKA KĘPA 5 pokoi/4 balkony/garaż OFERTA PRYWATNA,3050000,Warszawa Praga Południe , 26 stycznia 2024,122.20 , 24959.08 ,False
2 pokoje-Nowe budownictwo-Garaż-Komórka-57 m2,1050000,Warszawa Praga Południe , 26 stycznia 2024,57.36 , 18305.44 ,False
Twoje Nowe 3 pokoje 49m2 Mokotów ul. Czerniakowska bezpośrednio,795000,Warszawa Mokotów , 19 stycznia 2024,49 , 16224.49 ,False
Bemowo dwupoziomowy apartament z widokiem na park,1249000,Warszawa Bemowo ,Dzisiaj,94 , 13287.23 ,True
Bielany. Klaudyny3 pok. 60.4 m2,929000,Warszawa Bielany , 25 stycznia 2024,60.40 , 15380.79 ,False
3-pokojowe mieszkanie 67m2 + balkon Bez Prowizji,1195568,Warszawa Wola , 26 stycznia 2024,67.93 , 17600 ,False
Bukowińska/Ksawerów/idealne pod inwest/ 1-2 pok,766000,Warszawa Mokotów , 26 stycznia 2024,41.67 , 18382.53 ,False
Stara Ochota klimatyczne wyjątkowe przestrzenne,1200000,Warszawa Ochota , 26 stycznia 2024,60.60 , 19801.98 ,False
Metro Dworzec Wieleński 3 p. Nowa Praga,1152000,Warszawa Praga Północ , 26 stycznia 2024,68.62 , 16788.11 ,False
Jasna Kawalerka! Tarchomin!,499000,Warszawa Białołęka , 26 stycznia 2024,31 , 16096.77 ,False
Na sprzedaż 3 pokoje 64 m2 Warszawa Chomiczówka,699000,Warszawa Bielany , 26 stycznia 2024,64 , 10921.88 ,False
Mieszkanie Warszawa,995000,Warszawa Wola , 26 stycznia 2024,63.38 , 15698.96 ,False
Mokotów-Stegny 422m2 BEZPOŚREDNIO,729000,Warszawa Mokotów , 26 stycznia 2024,42.20 , 17274.88 ,False
Mieszkanie 3 pokojowe ustawne z dwoma ogródkami,960000,Warszawa Ursynów , 26 stycznia 2024,67.77 , 14165.56 ,False
Mieszkanie z ogródkiem i miejscem parkingowym,699000,Warszawa Wawer , 26 stycznia 2024,55.20 , 12663.04 ,False
Kawalerka z Aneksem Sypialnianym i z Ogrodkiem na Starych Wlochach,698000,Warszawa Włochy , 27 stycznia 2024,35 , 19942.86 ,False
Świetne 3 pokojowe mieszkanie na Bielanach,751500,Warszawa Bielany , 25 stycznia 2024,47 , 15989.36 ,False
Przestronne 3 pok. Praga płd. Warszawa Mazowieckie,947000,Warszawa Praga Południe ,Dzisiaj,73.40 , 12901.91 ,False
Nowy Apartament w Pełni Urządzony do Zamieszkania,1730000,Warszawa Bielany , 21 stycznia 2024,57.83 , 29915.27 ,False
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,846751,Warszawa Ursus , 21 stycznia 2024,60.97 , 13887.99 ,False
1-pokojowe mieszkanie 32m2 + loggia,1151000,Warszawa Wola , 21 stycznia 2024,32.99 , 34889.36 ,False
Mieszkanie w apartamentowcu Bliska Wola Kasprzaka 31A 2 osobne pokoje,780000,Warszawa Wola , 21 stycznia 2024,26.20 , 29770.99 ,True
Ekskluzywny Apartament wysoki standart wykonczen,1920000,Warszawa Wola , 21 stycznia 2024,81 , 23703.7 ,False
Mieszkanie 3 pokojowe 517m2 + loggia 3m2 + duża piwnica -BEZPOŚREDNIO,850000,Warszawa Praga Południe , 21 stycznia 2024,52 , 16346.15 ,True
Wyjątkowe 3 pok.z całym wyposażeniem,1285000,Warszawa Wola , 21 stycznia 2024,61.53 , 20884.12 ,False
Mieszkanie 3 pokojowe z ogródkiem i garażem | A2,758000,Warszawa Wesoła , 21 stycznia 2024,72.41 , 10468.17 ,False
Mieszkanie z ogródkiem | 4-pok. | C3,782400,Warszawa Wawer , 21 stycznia 2024,65.20 , 12000 ,False
Mieszkanie z ogródkiem | 3-pok. | C4,782400,Warszawa Wawer , 21 stycznia 2024,65.20 , 12000 ,False
Trzy pokoje tuż przy Łazienkach Królewskich,844000,Warszawa Mokotów , 22 stycznia 2024,60.30 , 13996.68 ,True
48 m2 w samym sercu Warszawy,865000,Warszawa Wola , 26 stycznia 2024,47.86 , 18073.55 ,False
NOWE MIESZKANIE 5981m2 ! WaWa Białołęka,630000,Warszawa Białołęka , 27 stycznia 2024,59.81 , 10533.36 ,False
Inwestycyjne mikro - kawalerki! Inne lokale!,245000,Warszawa Włochy , 21 stycznia 2024,16.30 , 15030.67 ,False
Mieszkanie 4 pokojowe z ogródkiem i garażem | B2,845000,Warszawa Wesoła , 21 stycznia 2024,72.59 , 11640.72 ,False
Mieszkanie z ogródkiem | 3-pok. | C3,782400,Warszawa Wawer , 21 stycznia 2024,65.17 , 12005.52 ,False
3-pokojowe mieszkanie 60m2 + balkon,837782,Warszawa Ursus , 21 stycznia 2024,60.85 , 13767.99 ,False
4-pokojowe mieszkanie 87m2 + taras Bez Prowizji,1094883,Warszawa Ursus , 21 stycznia 2024,87.71 , 12482.99 ,False
4-pokojowe mieszkanie 97m2 + taras Bez Prowizji,3171960,Warszawa Mokotów , 21 stycznia 2024,97.80 , 32433.13 ,False
2-pokojowe mieszkanie 35m2 + ogródek Bezpośrednio,920400,Warszawa Wola , 21 stycznia 2024,35.40 , 26000 ,False
1-pokojowe mieszkanie 32m2 + loggia Bez Prowizji,1163000,Warszawa Wola , 21 stycznia 2024,32.90 , 35349.54 ,False
Mieszkanie 2 pokój  Wlochy Przerwana,799000,Warszawa Włochy , 21 stycznia 2024,42.30 , 18888.89 ,False
Nowa kawalerka na Tarchominie,410000,Warszawa Białołęka , 21 stycznia 2024,27.10 , 15129.15 ,False
Bezpo/ Stary Mokotów/ 2 pok/ 280H/ ul.Wiktorska,999000,Warszawa Mokotów , 27 stycznia 2024,56.80 , 17588.03 ,False
Metro Imielin 2/3 pokoje 47.2m2 balkon,749900,Warszawa Ursynów , 27 stycznia 2024,47.20 , 15887.71 ,False
Metro Ks. Janusza 39m2 po remoncie z garderobą,679000,Warszawa Wola , 26 stycznia 2024,39.40 , 17233.5 ,False
Mieszkanie 3 pokoje Rudzka 28,1400000,Warszawa Bielany , 21 stycznia 2024,67 , 20895.52 ,False
Piękne 111m2 otoczone zielenią,2050000,Warszawa Targówek , 21 stycznia 2024,111 , 18468.47 ,True
Sprzedam przytulne 2-pokojowe mieszkanie ul. Sieczna,600000,Warszawa Białołęka , 21 stycznia 2024,40 , 15000 ,False
Apartament Bukowina Tatrzanska,125000,Warszawa Praga Południe , 21 stycznia 2024,22 , 5681.82 ,True
3-pokojowe mieszkanie 68m2 + balkon Bezpośrednio,923045,Warszawa Ursus , 21 stycznia 2024,68.92 , 13392.99 ,False
4-pokojowe mieszkanie 87m2 + loggia,1100585,Warszawa Ursus , 21 stycznia 2024,87.71 , 12548 ,False
4-pokojowe mieszkanie 92m2 + taras Bezpośrednio,2841480,Warszawa Mokotów , 21 stycznia 2024,92.37 , 30761.94 ,False
4-pokojowe mieszkanie 134m2 + 2 loggie,3122010,Warszawa Ochota , 21 stycznia 2024,134.29 , 23248.27 ,False
